codeCn,cn,codePinyin,pinyin,codeEn,en,codeFr,fr,isFavorite
gljt,严打,yd,yán dǎ ,,"take strong measures against unhealthy tendencies, combat unhealthy tendencies",, F.prendre des mesures énergiques contre les tendances malsaines,
gljt,珍奇  ,zq,zhēn qí   ,,rare,, F.rare ; précieux ; de valeur ,
glk,厂长,cz,chǎng zhǎng ,,  director of a factory        ,, F.directeur d'usine,
glkg,形象,xx,xíng xiàng ,, image ; form ; figure,, F.image,
glki,参展,iz,cān zhǎn ,, participate in an exhibition,, F.participer à une exposition,
glkl,防水,fs,fáng shuǐ ,, waterproof,, F.hydrofuge ; imperméable ; étanche,
glkq,悲哀,ba,bēi āi ,, grieved ; sorrowful,, F.s'attrister ; attrister ; triste ; tristesse ; lamentable,
glll,严正   ,yz,yán zhèng    ,,"solemn  and  just , serious and principled",, F.sévère ; grave ; strict ; ferme ; raide ; solennel ; strictement,
gllt,厂址,cz,chǎng zhǐ ,, the site of a factory ; the location of a factory,, F.emplacement d'une usine,
gllt,隐匿 ,yn,yǐn nì  ,,hide ; go into hiding,, F.cacher ; se cacher ,
glmi,恶果,eg,è guǒ ,,evil consequence ; disastrous effect,, F.mauvais résultat ; conséquence sinistre,
glmi,严紧,yj,yán jǐn ,, tight ; close,, F.hermétique ; strict ; serré ; rude,
glml,珍珠 ,zz,zhēn zhū  ,,pearl,, F.perle ,
glmq,参谋,im,cān móu ,, staff officer ; give advice,, F.officier d'état-major ; conseiller,
glmq,乡亲,xq,xiāng qīn ,, a person from the same village or town ; fellow villager or townsman ; ,, F.Gens,
glmt,红茶,hc,hóng chá ,, black tea,, F.thé noir,
glmt,严禁,yj,yán jìn ,, strictly forbid,, F.interdire formellement ; défense absolue ; prohibition,
gln,护栏网,hlw,hù lán wǎng ,,Fence,, F.Clôture,
glng,恐怖,kb,kǒng bù ,, terror ; terroristic,, F.terrorisé ; épouvanté ; terreur,
glng,珍稀   ,zx,zhēn xī    ,,treasure ; value ; cherish,, F.précieux ; rare ; excellent ,
glni,乡间,xj,xiāng jiān ,, village ; country,, F.campagne ; région rurale,
glni,隐瞒,ym,yǐn mán ,," conceal, ",, F.cacher ; dissimuler,
glnq,厂商,cs,chǎng shāng ,,  fractory,, F.entreprise industrielle ,
glnt,纱布,sb,shā bù ,, gauze,, F.gaze ; compresse de gaze,
glnt,纱巾,sj,shā jīn ,, gauze kerchief,, F.foulard de soie,
gloh,参加,ij,cān jiā ,,join ; take part in,, F.participer,
gloi,隐居   ,yj,yǐn jū    ,,live in seclusion,," F.vivre dans la retraite ; vivre en ermite, retiré",
gloi,珍品 ,zp,zhēn pǐn  ,,treasure,, F.bibelot ; objet précieux ; trésor ; rareté ; curiosité,
glol,矿石,ks,kuàng shí ,,ore,, F.Minerai,
glol,严酷,yk,yán kù ,, harsh ; bitter ; grim ; cruel ; ruthless,, F.dur ; rude ; rigoureux ; cruel ; impitoyable,
gloq,砂糖,st,shā táng ,, granulated sugar,, F.cassonade ; sucre cristallisé ; sucre en poudre,
gloq,形容,xr,xíng róng ,, describe ; appearance ; countenance,, F.aspect ; air ; mine ; décrire ; qualifier,
glot,严格,yg,yán gé ,, strict ; rigorous ; stringent,, F.strict ; rigoureux ; sévère,
glpg,珍馐      ,zx,zhēn xiū       ,,"dainty, delicacy",," F.mets recherchés, délicats",
glqg,严冬,yd,yán dōng ,, severe winter,," F.hiver rude, rigoureux",
glqg,隐私    ,yu,yǐn sī     ,,one's secrets,, F.secrets personnels,
glqi,参照,iz,cān zhào ,, consult ; refer to,, F.confer ; se référer à ; par référence à,
glqi,恐吓,kx,kǒng xià ,, threaten ; intimidate ; cow ; menace ; frighten,, F.menacer ; effrayer ; intimider ; faire peur,
glql,琴弦,qx,qín xián ,, string of a musical instrument,, F.corde,
glql,乡下,xx,xiāng xià ,, countryside ; village ; country,, F.campagne,
glqq,严寒,yh,yán hán ,, severe cold ; bitter cold,, F.froid rigoureux ; rigueur de l'hiver,
glrg,忍受,rs,rěn shòu ,, stand ,," F.souffrir, tolérer",
glrg,珍爱   ,za,zhēn ài    ,,treasure ; love dearly ; be very fond of,, F.chérir ; priser ; tenir beaucoup à,
glrq,怠慢,dm,dài màn ,, cold-shoulder ; slight,, F.négligent ; négliger ; traiter (un hôte) sans égards ; battre froid,
glsg,矿物,kw,kuàng wù ,,mineral,, F.minéral,
glsl,参与,iy,cān yǔ ,, participate in ; have a hand in,, F.intervenir dans ; s'intégrer dans ; s'incorporer dans ; prendre part à,
glsl,隐约    ,yy,yǐn yuē     ,,indistinct,, F.vague ; obscur ; ambigu ; implicite,
glst,参考,ik,cān kǎo ,, consult ; refer to        ,, F.consulter,
gltg,参军,ij,cān jun1 ,,join the army ; join up ; enlist,, F.s'enrôler dans l'armée,
gltj,聴,听力,チョウ、き-く,, hearing ; aural comprehension,, F.ouïe ; acuité auditive ; capacité d'audition ; compréhension orale,
gltt,聽,t,tīng ,, listen ; hear ; heed ; obey ; allow ; let,, F.écouter ; entendre ; se conformer à ; entendre juger ; boîte,
glu,沙拉油,sly,shā lā yóu ,, oil of salad,, F.huile de table ; mayonnaise,
gluq,纱窗,sc,shā chuāng ,, screen window,, F.fenêtre munie d'une moustiquaire,
gluq,严密,ym,yán mì ,," tight, close-knit        ",," F.secret, strict",
glvi,参战,iz,cān zhàn ,,enter a war ; participate in a war ; take part in a war,, F.participer à la guerre ; intervenir dans une guerre ; entrer en guerre,
glvi,恶战,ez,è zhàn ,, hard fighting ; a desperate fight,, F.lutte acharnée,
glvt,形成,xc,xíng chéng ,, take shape ; form ; take form,, F.former ; prendre forme ; se former,
glvt,形式,xs,xíng shì ,, frorm ; shape,, F.forme,
glvt,隐藏   ,yig,yǐn cáng    ,,hide ; conceal,, F.cacher ; dissimuler ; se cacher ; camoufler,
glvt,珍藏  ,zi,zhēn cáng   ,,collect ,, F.conserver précieusement ; garder soigneusement ; collectionner,
glwl,悲观,bg,bēi guān ,, pessimistic,, F.pessimiste ; pessimisme,
glwl,参观,ig,cān guān ,," visit (place, exhibition, etc.)        ",," F.visiter (un endroit, une exposition, etc.)",
glwl,珍玩         ,zw,zhēn wán          ,,rare curios,, F.objet ou bibelot précieux ,
glwq,恶魔,em,è mó ,, demon ; devil ; evil spirit,, F.esprit mauvais ; démon ; diable ; démon,
glxi,严峻,yj4,yán jun4 ,, stern ; severe ; rigorous ; grim,, F.rude ; dur ; austère ; rigoureux,
glxq,参数,is,cān shù ,, parameter,, F.paramètre,
glxt,隐蔽   ,yb,yǐn bì    ,,conceal,, F.se cacher ; se dissimuler ; se mettre à couvert ; s'abriter,
gly,恶人,er,è rén ,,evil person ; vile creature ; villain,," F.homme méchant, vicieux , pervers ; scélérat",
gly,严,y,yán ,, tight ; close ; strict ; severe ; stern ; rigorous ; father,, F.étanche ; hermétique ; sévère ; strict ; rigoureux ; père,
gly,愿,y,yuàn ,," be willing ; would like, wish ; hope ",," F.vœu, vouloir, souhaiter",
glyg,歹徒,dt,dǎi tú ,, scoundrel ; ruffian ; hoodlums,, F.malfaiteur ; méchant ; canaille,
glyg,形似,xu,xíng sì ,, be similar in form or appearance,, F.ressemblance; figure;être de forme similaire;être semblable dans la forme,
glyi,形骸,xh,xíng hái ,, the human skeleton ; the human body,, F.corps humain,
glyq,形状,xz,xíng zhuàng ,, shape ; form ; appearance       ,, F.forme,
glyq,严实,ys,yán shí ,, tight ; close ; hide safely,, F.hermétique ; solide ; en sûreté ; en lieu sûr,
glyt,功夫,gf,gōng fū ,, time ; skill ; effort,, F.temps ; loisir ; talent,
glzg,琴键,qj,qín jiàn ,, key on a musical instrument,, F.clavier,
glzi,隐退 ,yt,yǐn tuì  ,, go and live in seclusion,, F.se retirer de la vie publique ; vivre retiré du monde,
glzq,形迹,xj,xíng jì ,, a person's movements and expression ; formality,, F.manière d'agir ; comportement ; agissements,
gme,忍不住 ,rbz,rěn bú zhù  ,,cannot help ,, F.ne pouvoir supporter,
gmeh,稳操胜券,wisq,wěn cāo shèng quàn ,, have full assurance of success ; be certain to win,, F.être sûr du succès,
gmg,心怀,xh,xīn huái ,, harbor ; entertain ; cherish; intention; purpose; state of mind; mood,, F.nourrir ; entretenir ; chérir ; bercer,
gmi,想不开,xbk,xiǎng bú kāi ,, take things too hard ; take a matter to heart,, F.être obsédé par une idée ; se tracasser,
gmj,少不得,xbdvz,shǎo bú dé ,, cannot do without ; cannot dispense with,, F.ne pouvoir se passer de ; indispensable ; ne pouvoir faire autrement,
gmj,少不了,sbl,shǎo bú le ,, cannot dispense with,, F.je n'y manquerai pas ; sans manquer ; sans faute ; ne pouvoir se passer de ; ,
gmjfz,想不到在这里见到你,xbdvz,xiǎng bú dào zài zhè lǐ jiàn dào nǐ ,, I’m surprised to see you here.,, F.Je pense que de vous voir ici.,
gmjo,妙不可言,mbky,miào bú kě yán ,, too wonderful for words ; most intriguing,, F.d'une beauté indescriptible ; d'une ingéniosité inexprimable,
gmjz,怒不可遏,nbke,nù bú kě è ,, be beside oneself with anger ; boil with rage,, F.frémir de colère ; dans un accès de colère ; avoir du mal à contenir sa colère,
gmlh,心怀叵测,xhpi,xīn huái pǒ cè ,, harbor dark designs ; have evil intentions,, F.avoir de mauvaises intentions ; nourrir de noirs desseins,
gmml,心术不正,xsbz,xīn shù bú zhèng ,, harbor evil intentions ; harbor evil designs,, F.nourrir de mauvaises intentions,
gmt,够条件,gtj,gòu tiáo jiàn ,, reach the standard ; be qualified,, F.atteindre la norme ; être qualifié,
gmuu,声东击西,sdjx,shēng dōng jī xī ,, make a feint to the east while attacking in the west,, F.feindre d'attaquer l'est pour frapper l'ouest ; diversion,
gmwo,心怀鬼胎,xhgt,xīn huái guǐ tāi ,,entertain dark schemes ; have ulterior motives,, F.avoir un but caché,
gmy,惹不起,rbq,rě bú qǐ ,, non a man to be trifled with,, F.ne pas oser provoquer ; ne pas être à même de faire une offense à qn. ,
gmyk,梦寐以求,mmyq,mèng mèi yǐ qiú ,, crave for ; try to find even in sleep,, F.ce dont on rêve jour et nuit ; désirer ardemment,
gmym,想不起来,xbql,xiǎng bú qǐ lái ,,unable to call to mind,, F.ne pas se souvenir,
gne,意向性,yxx,yì xiàng xìng ,, intentional,, F.intentionnel,
gnef,德高望重,dgwz,dé gāo wàng zhòng ,, be of noble character and high prestige ;  enjoy high prestige and command universal respect,, F.vertu éminente et grand prestige,
gngy,心满意足,xmyv,xīn mǎn yì zú ,, be perfectly content ; be fully satisfied,, F.pleinement satisfait ; voir tous ses vœux comblés,
gnh,意向书  ,yxs,yì xiàng shū   ,,letter of intent,, F.lettre d'intention,
gnl,必需,bx,bì xū ,,essential ; indispensable,, F.indispensable ; nécessaire ; essentiel,
gnlj,形而上学,xrsx,xíng ér shàng xué ,, metaphysics,, F.métaphysique,
gnmoy,莎丽不喜欢辛辣的食物,slbxh,shā lì bú xǐ huān xīn là de shí wù ,sdtls, Sally doesn’t like spicy foods.,snapl, F.Sally ne aime pas la nourriture épicée.,
gnmy,悬而未决,xrwj,xuán ér wèi jué ,, hang in doubt ; remain in suspense ; unresolved,, F.n'avoir pas encore décidé ; problème en suspens,
gnoz,总而言之,vryz,zǒng ér yán zhī ,, in short ; in a word ; in brief ; to make a long story short,, F.bref ; en résumé ; en somme ; en un mot,
gnq,心病,xb,xīn bìng ,, worry ; anxiety ; sore point ; secret trouble,," F.maladie causée par le chagrin, les soucis ; peine ; chagrin",
gnxf,总需求量,vxql,zǒng xū qiú liàng ,, aggregate damand,, F.demande totale,
go,心口,xk,xīn kǒu ,, the pit of the stomach,," F.cage, cavité thoracique ; poitrine",
goa,广告费,ggf,guǎng gào fèi ,, advertising rate,, F.frais ou dépenses de publicité,
gogoi,后路,hl,hòu lù ,, communication lines to the rear ; route of retreat ; room for maneuver ; a way of escape,, F.retraite ; arrière ; chemin de retour,
gogvg,后代,hd,hòu dài ,, later periods (in history) ; later ages ; later generations ; descendants ; posterity,, F.postérité ; génération future,
goh,形容词,xri,xíng róng cí ,, adjective,, F.adjectif,
goku,稳如泰山,wrts,wěn rú tài shān ,, as stable as a mountain,," F.stable comme le Mont ""Taishan""",
gonj,多管闲事,dxs,duō guǎn xián shì ,, poke one's nose into others' business ; be a busybody,, F.se mêler des affaires des autres,
got,广告牌,ggp,guǎng gào pái ,, billboard,, F.panneau publicitaire ; panneau d'affichage,
gozm,妙语连珠,mylz,miào yǔ lián zhū ,, pearls of wisdom ; sparkling sayings,, F.traits d'esprits qui dérident les auditeurs,
gozt,忠言逆耳,zynr,zhōng yán nì ěr ,, good advice jars on the ear,, F.les bons conseils choquent les oreilles,
gpg,心血,xx,xīn xuè ,, painstaking care ; painstaking effort,, F.soins assidus ; effort mental ; travail pénible de réflexion ; peine ; effort ; énergie,
gpmd,心血来潮,xxlc,xīn xuè lái cháo ,, be prompted by a sudden impulse ; be seized by a whim,," F.par une inspiration subite ; sous le coup d'une idée qui vous prend subitement ; agir sur un caprice, sur un coup de tête",
gpoy,心直口快,xzkk,xīn zhí kǒu kuài ,, frrank and outspoken ; saying what one thinks without much deliberation,, F.dire tout ce qu'on pense ; avoir son franc-parler ; être franc et direct,
gqaq,意识  ,ys,yì shí   ,,consciousness,, F.conscience,
gqaq,总额,ve,zǒng é ,, total ; the total amount,, F.chiffre total ; total ; montant ; somme,
gqat,总共,vg,zǒng gòng ,, in all ; altogether ; in the aggregate,," F.en tout, au total",
gqb,憋,b,biē ,, keep down ; hold back ; suffocate ; feel oppressed,, F.étouffer ; s'étouffer ; suffoquer ; oppresser,
gqbg,户籍,hj,hù jí ,, registered permanent residence ; household register,, F.registre d'état civil,
gqbj,悠然自得 ,yrvd,yōu rán zì dé  ,,be carefree and content,, F.sans souci ; insouciant ; oisif ; désœuvré,
gqbqc,怎么那么死脑筋,vmnmu,zěn me nà me sǐ nǎo jīn ,hsbd,How so brain-dead,cpiea, F.Comment peut-il être autant sans cervelle.,
gqbt,涉猎,sl,shè liè ,, do desultory reading ; read cursorily,, F.parcourir les livres ; acquérir au hasard des connaissances superficielles des lectures,
gqcq,谬论,ml,miù lùn ,, frallacy ; false theory ; falsehood,, F.théorie fausse ; idée ou opinion erronée ; absurdité ; ineptie ; sophisme ; raisonnement fallacieux,
gqcq,忘记,wj,wàng jì ,, frorget ; slip from one's memory ; overlook ; neglect ; dismiss from one's mind,, F.oublier ; ne pas garder en mémoire,
gqct,产地,cd,chǎn dì ,, place of production ; place of origin ; producing area,, F.pays de production ; région productrice ; lieu de provenance,
gqct,沙龙,sl,shā lóng ,, lounge,, F.salon,
gqdg,忘情,wq,wàng qíng ,, be unruffled by emotion ; be unmoved ; be indifferent ; ,, F.ne pas s'émouvoir ; rester indifférents ; se laisser aller à,
gqe,怎么样  ,vmy,zěn me yàng   ,,how ,, F.comment,
gqeg,产生,cs,chǎn shēng ,, produce ; give rise/birth to,, F.produire ; cause ; engendrer ; donner naissance à,
gqeg,沙皇,sh,shā huáng ,, tzar,, F.Tzar,
gqei,总归,vg,zǒng guī ,, anyhow ; eventually ; after,, F.de toute façon; en tout cas; quand même; en définitive; finalement; enfin ,
gqeq,慈祥,ix,cí xiáng ,, kindly,, F.bon ; miséricordieux ; bienveillant ; aimable et calme,
gqeq,户主,hz,hù zhǔ ,, head of a household,, F.chef de famille,
gqeq,沙滩,st,shā tān ,, sandy beach ; sand beach ; sea beach,, F.plage ; grève ; banc de sable,
gqet,产妇,cf,chǎn fù ,, lying-in woman ; puerperal,, F.accouchée ; femme en couches,
gqf,沙土,st,shā tǔ ,, sandy soil,, F.terre sablonneuse,
gqf,总工,vg,zǒng gōng ,, chief engineer,, F.ingénieur en chef,
gqfi,产量,cl,chǎn liàng ,,yield ; output        ,, F.volume de la production,
gqfl,总理,vl,zǒng lǐ ,, premier ; prime minister       ,, F.premier ministre,
gqfq,诊室        ,zs,zhěn shì         ,, consulting room,, F.salle de consultation,
gqg,必然,br,bì rán ,, inevitable ; certain       ,, F.nécessairement ; inévitable,
gqg,广,g,guǎng ,, wide ; vast ; extensive ; numerous ; expand ; spread,, F.vaste ,
gqg,心焦,xj,xīn jiāo ,, anxious ; worried,, F.s'inquiéter ; être anxieux ; se faire du souci ; impatient ; inquiet,
gqgg,意念    ,yn,yì niàn     ,,idea ; thought,, F.idée ; pensée,
gqgi,意思,yu,yì sī ,,  meaning ; sense ; opinion ; interest ,, F.pensée ; idée ; signification ; sens ; intérêt ; but ; intention ; ,
gqgj,沙,沙子,サ,, sand,," F.gravier, sable ",
gqgj,彰,彰,ショウ,,Akira,, F.Akira,
gqgj,診,诊断      ,シン、み-る,,diagnose,, F.diagnostiquer ; faire un diagnostic,
gqgl,忘形,wx,wàng xíng ,, be beside oneself ; have one's head turned,, F.hors de soi ; s'oublier ; ne pas se sentir,
gqgl,意愿    ,yy,yì yuàn     ,,wish ; desire ; aspiration,, F.désir ; volonté ; aspiration,
gqgt,意想    ,yx,yì xiǎng     ,,imagine ; expect,, F.s'attendre à ; imaginer ; prévoir,
gqgt,意志,yz,yì zhì ,, will        ,, F.volonté ; intention,
gqgz,彰,z,zhāng ,,Akira,, F.Akira,
gqh,户,h,hù ,, door,," F.porte, foyer, compte en banque",
gqh,总公司,vgu,zǒng gōng sī ,, parent company,, F.siège d'une société,
gqhg,总分,vf,zǒng fèn ,, total points ; aggregate score,, F.total des points ; score total,
gqhg,总务,vw,zǒng wù ,, general affairs;general services;person in charge of general affairs,, F.affaires générales ; services de l'économat ; service du matériel ; ,
gqhq,产房,cf,chǎn fáng ,, delivery room,, F.salle d'accouchement,
gqi,慈,i,cí ,, kind ; loving ; mother,, F.side issues of new problems unexpectedly crop up ; raise obstacles ; deliberately complicate an issue,
gqid,渉,s,shè ,,Involve,, F.impliquer,
gqig,诊所 ,zu,zhěn suǒ  ,,clinic,, F.dispensaire ; clinique,
gqig,总算,vu,zǒng suàn ,, at long last ; finally ; considering everything ; all things considered ; on the whole,, F.enfin ; finalement ; en fin de compte ; tout compte fait,
gqij,渉,渉,ショウ,,Involve,, F.impliquer,
gqil,诊断      ,zd,zhěn duàn       ,,diagnose,, F.diagnostiquer ; faire un diagnostic,
gqiq,沙洲,sz,shā zhōu ,, shoal ; sandbar ; sandbank,, F.banc de sable,
gqj,窓,窗户,ソウ、まど,,window ; casement,, F.fenêtre,
gqj,慈,恣 ,ジ、いつく-しむ,,deep feeling,, F.Sentiment profond,
gqj,恋,vmkn, レン、こ-う、こい、こい-しい,, like ; love ; be fond of ; be keen on,, F.aimer ; adorer,
